허가구역명,장소유형,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,푸드트럭운영대수,허가구역사용료,허가구역운영시작일자,허가구역운영종료일자,허가구역휴무일,허가구역평일운영시작시각,허가구역평일운영종료시각,허가구역주말운영시작시각,허가구역주말운영종료시각,1월운영시작시각,1월운영종료시각,2월운영시작시각,2월운영종료시각,3월운영시작시각,3월운영종료시각,4월운영시작시각,4월운영종료시각,5월운영시작시각,5월운영종료시각,6월운영시작시각,6월운영종료시각,7월운영시작시각,7월운영종료시각,8월운영시작시각,8월운영종료시각,9월운영시작시각,9월운영종료시각,10월운영시작시각,10월운영종료시각,11월운영시작시각,11월운영종료시각,12월운영시작시각,12월운영종료시각,판매제한품목,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
춘향골체육공원,03,13,남원시,전라북도 남원시 충정로 341,전라북도 남원시 월락동 248,35.430734,127.404387,1,"""165,000""",2017-08-01,2018-08-02,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,없음,남원시청교육체육과,063-620-5619,2018-08-07,4700000,전라북도 남원시
독산역 2번출구 앞 광장,08,01,금천구,서울특별시 금천구 벚꽃로 115(가산동),서울특별시 금천구 가산동 717,37.4651984,126.8897931,4,1291000,2018-04-02,2018-12-31,토요일+일요일,07:00,20:00,00:00,00:00,,,,,,,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,07:00,20:00,주류,건설행정과,02-2627-1593,2018-08-21,3170000,서울특별시 금천구
함평공영주차장 내(현재 미운영),02,14,함평군,전라남도 함평군 함평읍 기각리 994-12,전라남도 함평군 함평읍 기각리 994-12,35.06250182,126.523358393,1,"""연161,920원""",2016-12-16,2018-12-15,미운영,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,함평군,061-320-1644,2018-07-30,4960000,전라남도 함평군
황룡친수공원,04,05,광산구,광주광역시 광산구 선암동 214-4,광주광역시 광산구 선암동 214-4,35.144567,126.779189,1,"""년360,000원""",2018-06-01,2020-05-31,연중무휴,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,19:00,10:00,17:00,10:00,17:00,주류,광주광역시 건설행정과,062-960-8558,2018-08-07,3630000,광주광역시 광산구
금오랜드,01,15,구미시,경상북도 구미시 금오산로 339 (남통동),경상북도 구미시 남통동 253번지,36.1133035391,128.315583966,1,0,2015-02-11,2099-12-31,연중무휴,09:00,20:00,09:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2018-06-30,5080000,경상북도 구미시
선기졸음쉼터(부산방향),07,15,구미시,,경상북도 구미시 도량동 472-4번지 선기졸음쉼터 (부산방향),36.1363049318,128.316181177,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2018-06-30,5080000,경상북도 구미시
선기졸음쉼터(서울방향),07,15,구미시,,경상북도 구미시 도량동 333-2번지 선기졸음쉼터 (서울방향),36.1363781103,128.318048744,1,0,2017-12-12,2018-12-11,연중무휴,09:00,21:00,09:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,구미시,054-480-5548,2018-06-30,5080000,경상북도 구미시
백세건강공원 축제장,08,12,청양군,,충청남도 청양군 청양읍 읍내리 404-1,36.4446986814,126.802161223,2,0,2018-09-07,2018-09-09,비정기적,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
청양공설운동장,08,12,청양군,충청남도 청양군 청양읍 청산로 257-19,,36.4605383803,126.809323401,1,"""연 5,100원""",2018-07-04,2019-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
청양문화예술회관,08,12,청양군,충청남도 청양군 청양읍 문화예술로 187,,36.4562202407,126.800641585,1,"""연 44,550원""",2018-07-04,2019-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
칠갑산오토캠핑장,08,12,청양군,충청남도 청양군 대치면 까치내로 710,,36.3957245413,126.863183048,1,"""연 13,700원""",2018-07-04,2019-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
청양군민체육관,08,12,청양군,충청남도 청양군 청양읍 충절로 1204,,36.4536867662,126.794615357,1,"""연 74,100원""",2018-07-04,2019-06-30,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
치즈체험장,08,12,청양군,충청남도 청양군 비봉면 여사길 18-17,,36.4895327851,126.758789961,1,0,2018-08-01,2023-07-31,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,충청남도 청양군,041-940-2183,2018-08-09,4590000,충청남도 청양군
서동생활공원,03,16,의령군,경상남도 의령군 의령읍 의병로8길 44,경상남도 의령군 의령읍 서동리 543,35.316093,128.256688,1,"""60,220""",2018-08-09,2023-08-08,연중무휴,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,10:00,21:00,주류,시설관리사업소,055-570-2853,2018-08-01,5390000,경상남도 의령군
한우산 생태숲,99,16,의령군,,경상남도 의령군 궁류면 벽계리 산200,35.394149,128.195338,2,사용료 면제,2016-12-01,2018-11-30,연중무휴,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,기획감사실,055-570-2143,2018-08-01,5390000,경상남도 의령군
웰빙레포츠타운,03,10,동해시,강원도 동해시 덕골길 10 웰빙레포츠타운,강원도 동해시 천곡동 361-1,37.5149661,129.1015241,1,"""월 5,000원""",2016-01-01,2018-01-31,연중무휴,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,09:00,20:00,,시설관리공단,033-539-3561,2018-03-27,B551313,동해시시설관리공단
창원컨벤션센터,99,16,창원시 의창구,경상남도 창원시 의창구 원이대로 362,경상남도 창원시 의창구 대원동 123,,,1,0,2018-11-02,2018-11-02,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
창원컨벤션센터,99,16,창원시 의창구,경상남도 창원시 의창구 원이대로 362,경상남도 창원시 의창구 대원동 123,,,1,0,2018-03-22,2018-03-25,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
창원컨벤션센터,99,16,창원시 의창구,경상남도 창원시 의창구 원이대로 362,경상남도 창원시 의창구 대원동 123,,,1,0,2018-03-22,2018-03-25,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
성산아트홀,99,16,창원시 의창구,경상남도 창원시 의창구 중앙대로 181,경상남도 창원시 의창구 용호동 2,,,1,0,2018-09-08,2018-09-08,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
성산아트홀,99,16,창원시 의창구,경상남도 창원시 의창구 중앙대로 181,경상남도 창원시 의창구 용호동 2,,,1,0,2018-10-13,2018-10-13,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
용지문화공원,04,16,창원시 의창구,경상남도 창원시 의창구 중앙대로210번길 3,경상남도 창원시 의창구 신월동 100-5,,,1,0,2018-08-25,2018-08-25,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
용지문화공원,04,16,창원시 의창구,경상남도 창원시 의창구 신월동 98,경상남도 창원시 의창구 신월동 98,,,1,0,2017-11-11,2017-11-12,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
용지문화공원,04,16,창원시 의창구,경상남도 창원시 의창구 신월동 98,경상남도 창원시 의창구 신월동 98,,,1,0,2017-11-11,2017-11-12,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
용지문화공원,04,16,창원시 의창구,경상남도 창원시 의창구 신월동 98,경상남도 창원시 의창구 신월동 98,,,1,0,2017-11-11,2017-11-12,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
용지문화공원,04,16,창원시 의창구,경상남도 창원시 의창구 신월동 98,경상남도 창원시 의창구 신월동 98,,,1,0,2017-11-11,2017-11-12,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 의창구,055-212-4553,2019-04-10,5670000,경상남도 창원시
창원과학체험관,99,16,창원시 성산구,경상남도 창원시 성산구 충혼로72번길1 6,경상남도 창원시 성산구 중앙동 120,35.2304082,128.6606703,1,0,2015-10-22,2021-10-29,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,없음,창원시 성산구,055-272-4563,2019-04-10,5670000,경상남도 창원시
아라미르골프장,99,16,창원시 진해구,경상남도 창원시 진해구 수제로 36,경상남도 창원시 진해구 제덕동 898,,,2,0,2018-12-31,2019-12-21,연중무휴,06:00,23:00,06:00,23:00,,,,,,,,,,,,,,,,,,,,,,,,,술,창원시 진해구,055-548-4552,2019-04-10,5670000,경상남도 창원시
진해구민회관,08,16,창원시 진해구,경상남도 창원시 진해구 진해대로 325,경상남도 창원시 진해구 태백동 98,,,1,"년 202,400원",2019-02-15,2022-02-22,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,술,창원시 진해구,055-548-4552,2019-04-10,5670000,경상남도 창원시
도덕산근린공원 내,04,09,광명시,경기도 광명시 광명동 317-80,경기도 광명시 광명동 317-80,37.4683000,126.8578000,1,"""연 7,000원~8,000원""",2017-01-09,2019-01-06,연중무휴,13:00,21:00,13:00,21:00,,,,,,,,,,,,,,,,,,,,,,,,,,광명시 생활위생과,02-2680-5483,2018-08-20,3900000,경기도 광명시
당항포관광지,02,16,고성군,경상남도 고성군 회화면 당항만로 1116,경상남도 고성군 회화면 봉동리 950-1,35.0532261509,128.392027622,1,일 연간사용료/365,2015-10-20,2018-10-19,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 고성군,055-670-4504,2018-08-24,5420000,경상남도 고성군
갈모봉산림욕장,99,16,고성군,,경상남도 고성군 고성읍 이당리 653-2,34.9765883381,128.268582259,1,일 연간사용료/365,2016-12-01,2018-11-30,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경상남도 고성군,055-670-2673,2018-08-24,5420000,경상남도 고성군
금산군푸드트럭존,99,12,금산군,충청남도 금산군 금산읍 금산로 1559,충청남도 금산군 금산읍 중도리 203-1,36.1120675409,127.491637325,1,618700,2017-03-17,2019-03-16,없음,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,13:00,17:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,10:00,20:00,13:00,17:00,13:00,17:00,,금산군,041-750-2244,2018-08-28,4550000,충청남도 금산군
온더키친,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계 캠핑장,38.0074578589,127.062614408,1,0,2017-08-01,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
뉴욕커 핫도그,02,09,연천군,경기도 의정부시 체육로 90(녹양동),경기도 의정부시 녹양동 174-1 종합운동장 실내채육관벨로드롬 경기장,37.7575689515,127.0290955493,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
구석기,02,09,연천군,,경기도 연천군 전곡읍 전곡리 189,38.0153945031,127.063417974,1,0,2015-11-12,2020-10-13,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
쉬림프 파파,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계캠핑축제,38.0074578589,127.062614408,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
뉴욕커 핫도그,02,09,연천군,경기도 의정부시 체육로 90(녹양동),경기도 의정부시 녹양동 174-1 종합운동장 실내채육관벨로드롬 경기장,37.7575689515,127.0290955493,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
온더키친,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계 캠핑장,38.0074578589,127.062614408,1,0,2017-08-01,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
로하스 캠핑테리아,99,09,연천군,경기도 연천군 전곡읍 은전로 45 (젼곡읍사무소 정문 인근),경기도 연천군 전곡읍 은대리 573 전곡읍 사무소 정문 인근,38.0275029117,127.0631431991,1,0,2017-08-30,2022-08-31,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
구석기,02,09,연천군,,경기도 연천군 전곡읍 전곡리 189,38.0153945031,127.063417974,1,0,2015-11-12,2020-10-13,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
쉬림프 파파,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계캠핑축제,38.0074578589,127.062614408,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
뉴욕커 핫도그,02,09,연천군,경기도 의정부시 체육로 90(녹양동),경기도 의정부시 녹양동 174-1 종합운동장 실내채육관벨로드롬 경기장,37.7575689515,127.0290955493,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
온더키친,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계 캠핑장,38.0074578589,127.062614408,1,0,2017-08-01,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
로하스 캠핑테리아,99,09,연천군,경기도 연천군 전곡읍 은전로 45 (젼곡읍사무소 정문 인근),경기도 연천군 전곡읍 은대리 573 전곡읍 사무소 정문 인근,38.0275029117,127.0631431991,1,0,2017-08-30,2022-08-31,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
구석기,02,09,연천군,,경기도 연천군 전곡읍 전곡리 189,38.0153945031,127.063417974,1,0,2015-11-12,2020-10-13,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
쉬림프 파파,02,09,연천군,,경기도 연천군 전곡읍 전곡리 705-2 한탄강 세계캠핑축제,38.0074578589,127.062614408,1,0,2017-07-27,2017-08-05,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
로하스 캠핑테리아,99,09,연천군,경기도 연천군 전곡읍 은전로 45 (젼곡읍사무소 정문 인근),경기도 연천군 전곡읍 은대리 573 전곡읍 사무소 정문 인근,38.0275029117,127.0631431991,1,0,2017-08-30,2022-08-31,없음,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,,,,,,,,술,연천군청,031-839-2232,2018-09-07,4140000,경기도 연천군
소사국민체육센터,03,09,부천시,경기도 부천시 소사구 소사로 108,,37.4684393542,126.7983828114,1,연 1092850원,2016-04-01,2019-03-01,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,부천시 시설관리공단,032-340-5320,2019-03-01,3860000,경기도 부천시
부천종합운동장,03,09,부천시,경기도 부천시 소사로 482,,37.5025669833,126.7990239231,1,연 247500원,2016-11-01,2019-10-31,연중무휴,10:00,19:00,10:00,19:00,,,,,,,,,,,,,,,,,,,,,,,,,,부천시,032-340-0872,2019-03-01,3860000,경기도 부천시
"""서서울톨게이트,(서울방향)졸음쉼터 내""",07,09,안산시 상록구,,"""경기도 안산시 상록구 장하동 산 8번지 1호 서서울톨게이트, 서울방향""",37.357642,126.8650475,,0,2017-12-15,2018-12-14,연중무휴,07:00,20:00,07:00,20:00,,,,,,,,,,,,,,,,,,,,,,,,,,상록구청 환경위생과,031-481-5235,2018-08-31,3930000,경기도 안산시
"""서서울톨게이트,(목포방향)졸음쉼터 내""",07,09,안산시 상록구,"""경기도 안산시 상록구 장하로 141-2, 서서울TG(목포)졸음쉼터 내 (장하동)""",경기도 안산시 상록구 장하동 151번지 서서울TG(목포)졸음쉼터 내,37.3549176,126.8620418,,0,2017-12-13,2018-12-12,미확인,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,상록구청 환경위생과,031-481-5235,2018-08-31,3930000,경기도 안산시
와스타디움E동 GATE3 우측,03,09,안산시 상록구,"""경기도 안산시 단원구 화랑로 260 (초지동, 와스타디움E동 GATE3 우측)""",경기도 안산시 단원구 초지동 666번지 1호 와스타디움E동 GATE3 우측,37.3197273,126.8167806,,0,2018-03-11,2018-11-03,경기시작2시간전부터경기종료15분후까지외는 휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,단원구청 환경위생과,031-481-6235,2018-08-31,3930000,경기도 안산시
와스타디움E동 GATE3 우측,03,09,안산시 상록구,"""경기도 안산시 단원구 화랑로 260 (초지동, 와스타디움E동 GATE3 우측 )""",경기도 안산시 단원구 초지동 666번지 와스타디움E(동) GATE3 우측,37.3197273,126.8167806,,0,2018-03-11,2018-11-03,경기시작2시간전부터경기종료15분후까지외는 휴무,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,단원구청 환경위생과,031-481-6235,2018-08-31,3930000,경기도 안산시
단원구노인복지관,08,09,안산시 상록구,"""경기도 안산시 단원구 선부광장1로 134, 단원구노인복지관 주차장 좌측 일부 (선부동)""",경기도 안산시 단원구 선부동 1077번지 9호,37.3321797,126.8106017,,0,2018-03-09,2019-12-31,미확인,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,단원구청 환경위생과,031-481-6235,2018-08-31,3930000,경기도 안산시
강진오감통,99,14,강진군,전라남도 강진군 강진읍 오감길 2 2동,,34.6392150171,126.774040254,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3362,2018-10-16,4920000,전라남도 강진군
고려청자박물관,99,14,강진군,전라남도 강진군 대구면 청자촌길 33 청자사업소,,34.5086604097,126.800837521,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3732,2018-10-16,4920000,전라남도 강진군
시문학파기념관,99,14,강진군,전라남도 강진군 강진읍 영랑생가길 14,,34.6422862906,126.765960716,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3372,2018-10-16,4920000,전라남도 강진군
다산박물관,99,14,강진군,전라남도 강진군 도암면 다산로 766-20,,34.5764134651,126.74995479,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3912,2018-10-16,4920000,전라남도 강진군
강진군도서관,99,14,강진군,전라남도 강진군 강진읍 남문길 10,,34.6405086112,126.769722014,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3832,2018-10-16,4920000,전라남도 강진군
강진군아트홀,99,14,강진군,전라남도 강진군 강진읍 영랑로1길 9 강진아트홀,,34.6381735609,126.770500648,0,-,2018-10-01,2019-09-30,-,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,00:00,-,강진군청,061-430-3972,2018-10-16,4920000,전라남도 강진군
푸드트럭존,05,15,영덕군,경상북도 영덕군 축산면 축산리 944-7,경상북도 영덕군 축산면 축산리 944-7,36.5061666632,129.446463403,1,"""10,100원""",2017-08-31,2019-08-30,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2018-09-03,5180000,경상북도 영덕군
푸드트럭존,05,15,영덕군,경상북도 영덕군 축산면 축산리 944-7,경상북도 영덕군 축산면 축산리 944-7,36.5061666632,129.446463403,1,"""10,100원""",2017-11-06,2019-11-05,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2018-09-03,5180000,경상북도 영덕군
푸드트럭존,99,15,영덕군,경상북도 영덕군 영덕읍 창포리 113-1,경상북도 영덕군 영덕읍 창포리 113-1,36.417606221,129.430764023,1,"""47,000원""",2017-09-14,2019-09-13,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2018-09-03,5180000,경상북도 영덕군
푸드트럭존,99,15,영덕군,경상북도 영덕군 영덕읍 창포리 328-1,경상북도 영덕군 영덕읍 창포리 328-1,36.4247615645,129.419495741,1,"""173,910원""",2017-11-29,2019-11-28,연중무휴,09:00,18:00,09:00,20:00,09:00,17:00,09:00,17:00,09:00,18:00,09:00,18:00,09:00,18:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,19:00,09:00,18:00,09:00,18:00,09:00,18:00,주류,경상북도 영덕군청,054-730-6172,2018-09-03,5180000,경상북도 영덕군
병지방계곡,02,10,횡성군,,강원도 횡성군 갑천면 병리ㅈ방리 530,,,1,0,2017-03-15,2019-02-12,연중무휴,00:00,23:59,00:00,23:59,,,,,,,,,,,,,,,,,,,,,,,,,,횡성군,033-340-5693,2018-07-31,4260000,강원도 횡성군
곤지암도자기공원,02,09,광주시,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 26-9,37.351334,127.327554,5,0,2018-04-17,2019-12-31,연중무휴,09:00,18:00,09:00,18:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-04-30,5540000,경기도 광주시
곤지암팀업캠퍼스,99,09,광주시,경기도 광주시 곤지암읍 경충대로 729,경기도 광주시 곤지암읍 삼리 430,37.352264,127.323567,2,0,2018-11-19,2022-07-30,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-04-30,5540000,경기도 광주시
광주시청,99,09,광주시,경기도 광주시 행정타운로 50,경기도 광주시 송정동 570,37.429474,127.254964,1,0,2017-09-09,2017-09-09,연중무휴,00:00,00:00,00:00,00:00,,,,,,,,,,,,,,,,,,,,,,,,,,경기도 광주시청,031-760-2840,2019-04-30,5540000,경기도 광주시
